证券代码,证券简称,"经营活动产生的现金流量净额/流动负债
[报告期] 2017一季","经营活动产生的现金流量净额/流动负债
[报告期] 2017中报","经营活动产生的现金流量净额/流动负债
[报告期] 2017三季","经营活动产生的现金流量净额/流动负债
[报告期] 2017年报","经营活动产生的现金流量净额/流动负债
[报告期] 2018一季","经营活动产生的现金流量净额/流动负债
[报告期] 2018中报","资产负债率
[报告期] 2017一季
[单位] %","资产负债率
[报告期] 2017中报
[单位] %","资产负债率
[报告期] 2017三季
[单位] %","资产负债率
[报告期] 2017年报
[单位] %","资产负债率
[报告期] 2018一季
[单位] %","资产负债率
[报告期] 2018中报
[单位] %","债项评级
[交易日期] 2018-09-14
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-06-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-03-30
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-12-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-09-29
[评级机构] 全部评级机构","估价收益率(上清所)
[日期] 2018-09-14","估价收益率(上清所)
[日期] 2018-06-29","估价收益率(上清所)
[日期] 2018-03-30","估价收益率(上清所)
[日期] 2017-12-29","估价收益率(上清所)
[日期] 2017-09-29","估价修正久期(上清所)
[日期] 2018-09-14","估价修正久期(上清所)
[日期] 2018-06-29","估价修正久期(上清所)
[日期] 2018-03-30","估价修正久期(上清所)
[日期] 2017-12-29","估价修正久期(上清所)
[日期] 2017-09-29"
143999.SH,18建材Y4,0.0088,0.0274,0.053,0.1096,0.014,0.0618,78.1862,77.9513,77.781,75.3912,75.474,72.2052,AAA,,,,,5.234,,,,,4.2284,,,,
145003.SH,16潞矿04,0.0087,0.0078,0.0115,0.0132,0.0093,0.0076,84.6944,84.6583,84.7854,79.4904,78.5069,78.621,AAA,AAA,AAA,AAA,AAA,6.819,7.0712,8.0704,8.2667,8.0019,0.9127,1.1033,1.3082,1.5331,1.7718
145005.SH,16智光03,,0.2617,,0.1083,,,,57.9223,,56.6469,,,AA,AA,AA,AA,AA,5.5117,5.6245,5.5647,5.7554,5.4903,0.9666,1.1635,1.4013,1.6314,1.7871
145009.SH,16新能01,0.1556,-0.0083,,-0.0205,,-0.0304,48.6731,52.796,,50.9492,,52.5004,AAA,AAA,AAA,AAA,AAA,4.6729,4.9999,5.3214,5.6914,5.5355,0.0707,0.2685,0.5016,0.7327,0.9287
145010.SH,16仁怀01,,-1.4522,,-2.454,,-0.0106,,51.5602,,51.0724,,55.4478,AA,AA,AA,AA,AA,5.4536,5.711,5.6325,7.0771,6.8852,0.9209,1.114,1.3522,1.5435,1.7827
145012.SH,16朗诗01,,-0.051,,0.219,,0.1283,,87.6196,,86.1277,,89.6376,AA,AA,AA,AA,AA,6.2897,6.3931,6.5289,6.7359,6.6232,0.0672,0.2637,0.4953,0.7246,0.9052
145013.SH,16朗诗02,,-0.051,,0.219,,0.1283,,87.6196,,86.1277,,89.6376,AA,AA,AA,AA,AA,7.2161,7.331,7.2711,7.4646,7.1955,0.9322,1.1259,1.36,1.5865,1.7126
145015.SH,16上饶01,,-0.6704,-0.7312,0.0135,-0.0956,-0.0347,,52.1606,52.1627,51.5624,54.0067,54.3119,AA+,AA+,AA+,AA+,AA+,4.2703,4.7056,4.8101,5.0905,4.801,0.9496,1.1397,1.3747,1.6035,1.8508
145016.SH,16合景03,,,,,,,,,,,,,AAA,AAA,AAA,AAA,AAA,6.1879,6.4968,6.5706,6.7945,6.485,1.7957,1.9807,2.2116,2.435,2.538
145017.SH,16合景04,,,,,,,,,,,,,AAA,AAA,AAA,AAA,AAA,6.3588,6.6689,6.7347,6.9497,6.5962,2.2191,2.403,2.5569,2.7792,2.9461
145018.SH,16合景05,,,,,,,,,,,,,AAA,AAA,AAA,AAA,AAA,6.7225,6.985,7.048,7.2761,6.8607,2.5669,2.7524,2.9823,3.2038,3.2619
145020.SH,16山金01,0.0189,0.0603,0.0507,0.1196,-0.0291,-0.0256,73.1174,76.3387,70.9869,69.0404,66.6035,65.4866,AAA,AAA,AAA,AAA,AAA,4.8434,5.3103,5.3913,5.6943,5.034,2.6863,2.8727,3.1067,3.3324,3.5935
145021.SH,16晋经01,-0.0722,-0.1618,-0.1542,-0.1452,0.0797,0.1694,31.2809,31.3802,37.3967,38.2089,37.1937,36.1552,AA,AA,AA,AA,AA,6.0646,6.439,6.8052,7.2117,6.8896,0.064,0.259,0.4885,0.7158,0.9005
145022.SH,16阜水债,,0.4398,,0.4864,,,,43.2025,,49.4074,,,AA,AA,AA,AA,AA,5.7914,5.8397,5.9246,6.068,5.989,0.0365,0.2346,0.4677,0.6987,0.9364
145023.SH,16正荣01,,-0.5057,,,,,,80.3792,,,,,AA+,AA,AA,AA,AA,6.3837,6.5685,6.7802,7.0776,6.8893,0.0645,0.2609,0.4921,0.7211,0.9007
145024.SH,16亿利04,0.0106,0.0661,0.1059,0.094,0.0194,0.0686,62.7473,61.7433,60.0908,64.7519,63.4648,63.205,AA+,AA+,AA+,AA+,AA+,6.6228,7.3437,7.7651,8.3088,7.0011,0.035,0.2254,0.4525,0.6761,0.9279
145026.SH,16北山债,,-0.4631,,-0.1614,,,,74.7879,,80.3629,,,AA,AA,AA,AA,AA,7.1915,7.36,7.5659,7.8608,7.6676,0.064,0.259,0.4887,0.7161,0.8879
145027.SH,16上饶02,,-0.6704,-0.7312,0.0135,-0.0956,-0.0347,,52.1606,52.1627,51.5624,54.0067,54.3119,AA+,AA+,AA+,AA+,AA+,4.2738,4.7089,4.8129,5.0933,4.8011,0.9808,1.1708,1.4057,1.6345,1.8124
145032.SH,16锡城投,0.0302,0.1525,,0.0778,,0.2789,55.1696,55.4627,,58.2588,,52.0583,AAA,AAA,AAA,AAA,AAA,5.3671,6.0341,6.0345,6.301,5.5615,2.7057,2.8847,3.1198,3.3454,3.4664
145033.SH,16中保01,,,,,,,55.8197,59.4409,56.6,47.6687,46.2252,48.943,AAA,AAA,AAA,AAA,AAA,4.1633,4.5387,4.6311,4.8926,4.6293,0.9939,1.1856,1.4213,1.651,1.8295
145036.SH,16新泰02,-0.0276,0.0504,0.0805,-0.0221,0.0368,0.0465,70.5036,70.6716,71.0186,71.981,73.2736,73.4088,AA+,AA+,AA+,AA+,AA+,6.9686,7.3234,7.3686,7.6561,7.0208,2.6097,2.7956,3.0264,3.2483,3.3128
145038.SH,16山金02,0.0189,0.0603,0.0507,0.1196,-0.0291,-0.0256,73.1174,76.3387,70.9869,69.0404,66.6035,65.4866,AAA,AAA,AAA,AAA,AAA,4.8639,5.3145,5.5578,5.86,5.1985,2.7429,2.9296,3.158,3.3833,3.509
145041.SH,16秋林01,-0.3256,-0.7806,-0.9981,-1.0523,0.1207,0.1821,45.3573,49.2111,48.3696,47.3212,44.9846,41.9904,AA,AA,AA,AA,AA,7.4407,7.6976,7.9676,8.3135,8.1497,0.0813,0.2749,0.5029,0.7289,0.8977
145043.SH,16新城05,-0.0659,-0.0762,-0.0377,-0.0804,-0.0225,-0.0519,85.6915,87.9173,88.4832,85.8431,86.2591,88.314,AAA,AAA,AAA,AAA,AAA,4.8636,5.2389,5.3298,5.5907,5.3225,0.9891,1.1796,1.4139,1.6423,1.8074
145045.SH,16长湖02,,-0.0179,,-0.1829,,-0.3878,,43.1501,,43.577,,48.3228,AA,AA,AA,AA,AA,5.0352,5.1498,5.0919,5.2861,5.0229,1.0058,1.2034,1.4424,1.6733,1.8386
145046.SH,16嵊州01,,-0.2459,,0.2964,,-0.1902,,72.3774,,59.2428,,61.3364,AA,AA,AA,AA,AA,4.5916,5.0322,5.1409,5.4262,5.135,0.9981,1.1872,1.4213,1.6492,1.8222
145054.SH,16黔西南,,-0.4443,,-0.9159,,,,36.4126,,36.5184,,,AA,AA,AA,AA,AA,6.5604,6.6782,6.6221,6.8197,6.5545,0.9659,1.1606,1.3961,1.6238,1.7618
145057.SH,16商飞01,0.1644,0.2441,0.0575,-0.4451,0.0235,-0.1694,49.9613,53.6003,53.7279,49.4786,50.9106,51.1711,AAA,AAA,AAA,AAA,AAA,4.5876,4.7609,5.0331,5.2413,4.8294,4.3503,4.538,4.7518,4.9715,5.0493
145061.SH,17中孚01,0.0165,0.0612,0.1145,0.0456,0.0028,0.0562,77.6274,77.4071,77.3736,79.0532,75.0284,75.6798,AA,AA,AA,AA,AA,10.1672,7.993,8.3019,8.2975,,0.1511,0.3541,0.5839,0.8053,
145066.SH,16泉丰01,,-0.1371,,-0.5033,,-0.25,,54.3659,,51.5238,,55.7256,AA,AA,AA,AA,AA,6.471,6.5884,6.5318,6.7285,6.463,0.965,1.1599,1.3955,1.6234,1.7629
145069.SH,16同益02,,0.3067,,0.3911,,,,55.722,,56.7489,,,AA,AA,AA,AA,AA,8.913,7.9753,8.0762,8.3037,8.0415,0.0787,0.2818,0.5114,0.7388,0.0476
145070.SH,16湖州02,-0.0296,-0.1446,-0.1274,-0.6641,-0.2082,-0.4613,63.7093,56.89,56.9657,60.2101,62.2879,64.4777,AA+,AA+,AA+,AA+,AA+,4.3151,4.7498,4.8534,5.134,4.8391,1.0086,1.1984,1.4333,1.6619,1.8397
145076.SH,16中民F3,,-0.0982,-0.1243,-0.108,-0.0168,0.0032,,76.5582,76.8826,74.8897,74.9284,74.9535,AAA,AAA,AAA,AAA,AAA,4.3541,4.6388,4.8949,5.227,5.0266,0.1053,0.3041,0.5389,0.7713,0.9716
145078.SH,16涪交旅,,0.0484,0.0235,0.0322,-0.1002,-0.0774,,64.5725,64.49,66.5384,69.1021,69.9198,AA,AA,AA,AA,AA,5.5504,5.7938,5.7234,5.9717,5.6949,0.9926,1.1856,1.4235,1.6514,1.8142
145079.SH,16云济01,,-3.0424,,-5.4639,,-0.7166,,73.8543,,61.7341,,55.0233,AA,AA,AA,AA,AA,7.0466,7.1581,6.8694,7.1562,6.5502,0.9873,1.1831,1.4197,1.6485,1.7907
145081.SH,16新津02,,-0.1335,,-0.089,,-0.0533,,49.2641,,55.4633,,56.4748,AA,AA,AA,AA,AA,5.5171,5.6356,5.5812,5.7798,5.5178,1.002,1.1986,1.4363,1.6661,1.8231
145082.SH,16新泰03,-0.0276,0.0504,0.0805,-0.0221,0.0368,0.0465,70.5036,70.6716,71.0186,71.981,73.2736,73.4088,AA+,AA+,AA+,AA+,AA+,5.8503,6.2694,6.4059,6.7056,6.4692,0.9863,1.1741,1.4048,1.6298,1.7811
145087.SH,16瑞通02,-0.0972,-0.1706,-0.2426,-0.164,-0.0378,0.1392,71.4451,74.5836,74.0955,75.2642,75.3229,71.5491,AA,AA,AA,AA,AA,6.4754,6.6573,6.8381,7.1263,6.91,0.1108,0.307,0.5383,0.7672,0.9465
145090.SH,16市政02,,-0.6094,,0.0381,,,,88.8332,,89.359,,,AA+,AA+,AA+,AA+,AA,7.4877,7.6871,7.8823,8.1812,7.9709,0.1097,0.3038,0.5328,0.7594,0.9286
145091.SH,16天府债,,-0.0328,,0.0712,,0.0082,,32.9574,,32.9591,,34.0966,AA,AA,AA,AA,AA,4.9693,5.1802,5.3854,5.6902,5.4907,0.1122,0.3108,0.545,0.7767,0.9711
145095.SH,16驰宏01,0.0478,0.1282,0.1857,0.3662,0.0539,0.1645,64.2421,63.3111,63.7644,50.5737,48.2057,46.5972,AA+,AA+,AA+,AA+,AA+,4.9061,5.255,5.5557,5.9231,5.7456,0.1122,0.3093,0.5421,0.7724,0.9665
145096.SH,16驰宏02,0.0478,0.1282,0.1857,0.3662,0.0539,0.1645,64.2421,63.3111,63.7644,50.5737,48.2057,46.5972,AA+,AA+,AA+,AA+,AA+,6.2888,7.0582,7.06,7.4298,6.7606,1.0047,1.1942,1.4271,1.6541,1.8055
145099.SH,17海亮01,-0.0354,-0.0578,-0.0453,0.0624,-0.0101,0.0914,66.5584,69.5884,62.9855,62.5468,63.2531,62.876,AA+,AA+,AA+,AA+,,7.3922,7.4722,7.3096,7.5083,,0.9869,1.1816,1.4171,1.6448,
145105.SH,16株金科,,-0.3982,,-0.3675,,,,61.0007,,62.8791,,,AA,AA,AA,AA,AA,4.9615,5.3338,5.423,5.6818,5.4089,1.0134,1.2038,1.4378,1.666,1.8297
145109.SH,16文旅01,,-0.037,,-0.9031,,,,40.777,,38.9811,,,AA,AA,AA,AA,AA,6.9572,7.3012,7.3463,7.6335,6.9987,2.6553,2.8415,3.0724,3.2943,3.3687
145113.SH,17湘乡01,,-0.5054,,-0.2058,,-1.5694,,17.3389,,24.6703,,24.2905,AAA,AAA,AAA,AAA,AAA,7.1497,7.2129,7.0389,7.2662,,1.8046,1.9989,2.2382,2.4617,
145114.SH,17湘乡02,,-0.5054,,-0.2058,,-1.5694,,17.3389,,24.6703,,24.2905,AAA,AAA,AAA,AAA,AAA,6.9723,7.0523,6.8899,7.0881,,0.9942,1.1897,1.4261,1.6547,
145116.SH,16盛州01,,-0.4507,,-1.2047,,,,53.9791,,64.798,,,AA,AA,AA,AA,AA,5.6377,5.7519,5.6931,5.8892,5.623,1.0103,1.2069,1.4445,1.674,1.8288
145118.SH,17颐和01,-0.0298,0.0742,,,,0.025,68.2166,65.8754,,,,69.9091,AA,AA,AA,AA,AA,8.2477,8.3244,8.2078,8.4323,8.0611,0.8155,0.9405,1.1729,1.3985,1.6371
145120.SH,16景陶02,,-0.83,,-1.0095,,-2.6701,,50.365,,39.8303,,43.0509,AA,AA,AA,AA,AA,5.3659,5.8403,5.983,6.2995,6.0317,1.0227,1.2096,1.441,1.6661,1.8287
145121.SH,16银控01,,,,,,,,,,,,,AA,AA,AA,AA,AA,7.3819,7.439,7.1498,7.4628,6.6073,0.9926,1.1884,1.4244,1.6521,0.0831
145122.SH,16银控02,,,,,,,,,,,,,AA,AA,AA,AA,AA,6.8473,7.0754,7.2992,7.6271,7.4336,0.1227,0.3176,0.5475,0.7748,0.9502
145124.SH,16望水投,,-0.4164,,-4.3531,,-1.2762,,34.9906,,30.294,,31.5368,AA,AA,AA,AA,AA,5.7361,5.8533,5.7971,5.9966,5.7323,1.016,1.2123,1.4496,1.6788,1.8323
145128.SH,16嵊州02,,-0.2459,,0.2964,,-0.1902,,72.3774,,59.2428,,61.3364,AA,AA,AA,AA,AA,4.863,5.3082,5.4205,5.711,5.4198,1.0342,1.2226,1.456,1.6831,1.8523
145135.SH,16庞大03,-0.1051,-0.2083,-0.1447,-0.0534,-0.0736,-0.1878,80.989,79.6255,79.125,78.927,77.434,73.0205,AA,AA,AA,AA,AA,7.3161,7.1858,7.3597,7.6548,7.4313,0.1353,0.3333,0.5636,0.7912,0.9656
145137.SH,16亿利05,0.0106,0.0661,0.1059,0.094,0.0194,0.0686,62.7473,61.7433,60.0908,64.7519,63.4648,63.205,AA+,AA+,AA+,AA+,AA+,7.328,7.8337,8.1624,8.6321,7.3873,0.1352,0.3262,0.553,0.7764,0.9664
145140.SH,16秋林02,-0.3256,-0.7806,-0.9981,-1.0523,0.1207,0.1821,45.3573,49.2111,48.3696,47.3212,44.9846,41.9904,AA,AA,AA,AA,AA,7.0207,7.4209,7.7803,8.2116,8.0958,0.1339,0.3266,0.5539,0.7787,0.9515
145144.SH,16余姚03,,0.1242,,0.0083,,-0.0541,,64.5886,,65.1808,,63.3693,AA,AA,AA,AA,AA,6.5127,6.8466,6.8915,7.1785,6.5443,2.7129,2.9002,3.132,3.3548,3.4427
145145.SH,16莱城发,,-0.0812,,0.0746,,0.0967,,51.4992,,55.8477,,55.3864,AA,AA,AA,AA,AA,4.6204,5.0352,5.3616,5.7603,5.5957,0.1408,0.3376,0.5704,0.8005,0.9976
145156.SH,16建工01,,0.1278,,-0.0713,,,,53.8901,,49.4691,,,AAA,AAA,AAA,AAA,AAA,3.9724,4.3322,4.6639,5.0245,4.829,0.161,0.3595,0.5936,0.8258,1.03
145160.SH,16凯文01,,-0.2077,,0.3806,,0.1708,,30.5432,,28.5405,,38.9374,AA,AA,AA,AA,AA,6.4216,6.7841,6.8618,7.1123,6.8193,1.0342,1.2224,1.4537,1.6792,1.8166
145166.SH,16姜城02,,-0.1125,,-0.2864,,-0.2908,,48.1156,,52.0735,,62.6198,AA,AA,AA,AA,AA,5.5796,5.8096,5.7384,5.9872,5.7109,1.0428,1.2362,1.4741,1.7018,1.8662
145167.SH,16盛屯02,0.0122,0.0356,0.074,0.2547,-0.4131,-0.0836,61.8866,61.2963,60.9556,58.3732,50.9603,52.4414,AA,AA,AA,AA,AA,7.448,7.9288,8.3466,8.8289,8.7471,0.1502,0.3411,0.5667,0.7895,0.9582
145168.SH,16望铜官,,-5.0629,,-4.4336,,-1.9024,,45.5697,,52.9049,,51.618,AA,AA,AA,AA,AA,5.6576,6.036,6.1337,6.3995,6.1255,1.0491,1.2381,1.4703,1.6967,1.8494
145169.SH,16安庆02,,-0.3912,,-0.5962,,-0.2195,,54.8799,,41.8698,,40.9557,AA,AA,AA,AA,AA,6.8211,6.9132,6.8301,7.0132,6.7234,1.029,1.224,1.4597,1.6873,1.8205
145170.SH,16中林01,,-0.092,,-0.1137,,,,79.1334,,81.1823,,,AA,AA,AA,AA,AA,6.5121,6.7179,6.8771,7.1786,6.9479,0.1723,0.3679,0.5993,0.8278,1.0073
145171.SH,16凉山02,-0.022,0.0017,0.0037,0.0103,-0.0302,0.0073,62.1189,62.8893,64.9273,64.3119,63.8663,64.333,AA,AA,AA,AA,AA,7.618,7.8426,7.3782,7.6622,7.0562,1.0514,1.2447,1.4825,1.71,1.8572
145173.SH,16兴永02,-0.7523,-1.1326,-1.1483,-0.7129,-0.386,-0.511,56.5438,57.1848,58.1755,59.9473,61.6536,64.1153,AA,AA,AA,AA,AA,4.4914,4.9231,5.1131,5.4564,5.228,0.1963,0.3928,0.6277,0.8591,1.0591
145176.SH,16广金02,,-0.1852,,-0.0065,,,,76.2592,,76.3322,,,AAA,AAA,AAA,AAA,AAA,3.9722,4.3514,4.6032,4.9701,4.7625,0.1844,0.3825,0.6178,0.8499,1.0548
145188.SH,16扬广01,,0.4858,,0.2018,,0.0136,,48.6801,,49.1421,,51.5754,AA,AA,AA,AA,AA,5.3527,5.7085,5.7847,6.0318,5.7381,1.0822,1.2722,1.5058,1.7334,1.8901
145189.SH,17东投01,,-0.118,,-0.0739,,,,65.9274,,66.3611,,,AA+,AA+,AA+,AA+,,7.2055,7.2857,7.1234,7.3226,,0.9951,1.1903,1.4262,1.6542,
145190.SH,16盘双债,,-2.6849,,-3.9902,,,,44.9852,,46.9724,,,AA,AA,AA,AA,AA,6.6028,6.8014,6.9545,7.2516,7.0172,0.1722,0.3677,0.599,0.8275,1.0061
145191.SH,16中联01,0.0412,0.0993,0.2576,0.1159,-0.0022,-0.0777,60.6699,63.992,59.9413,52.6872,56.9087,56.862,AA,AA,AA,AA,AA,6.5378,6.6501,6.7448,6.9333,6.8371,0.21,0.405,0.636,0.8636,1.0428
145192.SH,16蓝星02,0.0098,0.0622,0.0962,0.1786,0.0096,0.0573,76.2891,76.1602,75.5402,76.4056,73.1357,72.5077,AAA,AAA,AAA,AAA,AAA,5.4671,6.1642,6.1679,6.5289,5.8568,1.0901,1.2814,1.5162,1.7449,1.9126
145200.SH,16稻花香,,-0.0003,,0.182,,0.0047,,57.8239,,57.1791,,54.712,AA,AA,AA,AA,AA,7.6396,7.7281,7.6398,7.8236,7.527,1.0376,1.2311,1.4653,1.6912,1.8109
145201.SH,17苏商02,,0.0218,,0.0276,,,,76.4933,,79.2337,,,AA+,AA+,AA+,AA+,AA+,5.6485,5.9709,5.9967,6.2057,,1.9,2.0873,2.3215,2.5479,
145204.SH,16铁牛01,,-0.0162,,0.0509,,0.0096,,73.4949,,69.2166,,68.9556,AA+,AA+,AA+,AA+,AA+,8.206,8.5798,8.1012,8.5472,8.4281,0.1678,0.3585,0.5944,0.8182,0.9889
145208.SH,16宝龙03,,-0.0164,,0.0372,,0.0048,,67.4403,,69.134,,73.1352,AA+,AA+,AA+,AA+,AA+,6.1617,6.2294,6.1814,6.317,6.12,1.0609,1.2567,1.4937,1.7222,1.8642
145209.SH,16宝龙04,,-0.0164,,0.0372,,0.0048,,67.4403,,69.134,,73.1352,AA+,AA+,AA+,AA+,AA+,4.9812,5.0483,5.1118,5.2461,5.1613,0.1827,0.3812,0.6162,0.848,1.0433
145214.SH,16长虹01,-0.0401,-0.0229,-0.0038,0.026,-0.0207,0.0084,74.8297,75.0342,75.4274,75.1579,75.1582,75.6913,AA,AA,AA,AA,AA,6.5202,6.7245,6.869,7.1701,6.9321,0.1928,0.3883,0.62,0.8484,1.0281
145215.SH,16清源01,,0.1339,,0.0443,,,,62.5827,,57.9624,,,AA,AA,AA,AA,AA,6.9735,7.1444,7.2565,7.5377,7.2807,0.1975,0.3926,0.6237,0.8516,1.0271
145225.SH,16清源02,,0.1339,,0.0443,,,,62.5827,,57.9624,,,AA,AA,AA,AA,AA,6.4472,6.8086,7,7.3472,7.1005,0.2166,0.4104,0.6411,0.8685,1.048
145228.SH,16南浔01,,-0.2533,,-0.6601,,,,67.5028,,66.8898,,,AA,AA,AA,AA,AA,6.9772,7.1574,6.6879,6.9673,6.2231,1.1158,1.3107,1.5503,1.7792,1.9343
145234.SH,17长隆01,,0.1579,,0.4395,,,,66.3581,,70.9335,,,AA+,AA+,AA+,AA+,AA+,5.6737,5.9626,5.9748,6.1705,5.7764,1.5434,1.7337,1.865,2.0926,2.3436
145236.SH,16神华01,,0.0432,,0.0835,,,,69.5154,,73.1981,,,AA+,AA+,AA+,AA+,AA+,6.3061,7.0164,7.0222,7.3808,6.7072,1.1024,1.2919,1.5248,1.7517,1.8854
145241.SH,16关岭01,,-1.1007,,-1.2821,,,,16.8389,,20.8444,,,AA,AA,AA,AA,AA,7.4625,7.6242,7.716,7.9929,7.7244,0.2144,0.4089,0.6392,0.8662,1.037
145249.SH,17绍城01,0.1142,0.063,0.1073,0.2472,-0.0018,0.0414,57.1346,57.5788,58.976,54.4047,57.4006,58.5408,AA+,AA+,AA+,AA+,AA+,5.2136,5.5772,5.6721,5.889,5.436,3.0886,3.1713,3.4021,3.496,4.0005
145253.SH,16晋能02,0.0515,0.069,0.1256,0.0565,0.0196,0.0685,78.8699,78.8678,78.9107,78.9141,78.6698,77.3563,AAA,AAA,AAA,AAA,AAA,6.3512,6.6701,6.805,7.1217,6.8415,0.2356,0.4301,0.6619,0.8901,1.0707
145256.SH,16中冶Y1,-0.0657,-0.0506,-0.0488,0.0653,-0.0454,-0.0193,78.0866,78.1188,77.6441,77.8444,77.8769,78.1345,AAA,AAA,AAA,AAA,AAA,5.4902,6.2789,6.4756,6.829,6.1676,1.1322,1.3219,1.5536,1.7818,1.9312
145261.SH,16大航02,,0.0199,,0.0268,,,,59.6847,,62.9133,,,AA,AA,AA,AA,AA,5.7402,6.0907,6.1345,6.3551,5.9977,1.5482,1.3213,1.5549,1.7826,2.1307
145262.SH,16苏商02,,0.0218,,0.0276,,,,76.4933,,79.2337,,,AA+,AA+,AA+,AA+,AA+,6.3494,6.6541,6.698,6.9864,6.3532,2.7984,2.9866,3.2188,3.4416,3.5258
145264.SH,17剑江01,-0.2564,-0.2987,,0.0377,,,58.1983,59.6397,,64.2401,,,AA,AA,AA,AA,AA,7.2192,7.2656,7.1348,7.3008,6.9682,1.1899,1.3853,1.6218,1.7304,1.9749
145265.SH,16渝园01,,-0.1566,,-0.6849,,-0.1848,,73.6216,,44.2161,,44.8042,AA,AA,AA,AA,AA,,,,,,,,,,
145270.SH,16物流01,-0.0431,-0.0387,,,,,76.9111,76.6734,,,,,AA+,AA+,AA+,AA+,AA+,5.8368,6.1526,6.1882,6.4021,6.0653,1.1435,1.3336,1.5674,1.7952,1.9403
145273.SH,17枝金03,,-0.4154,,-0.4243,,-0.1649,,67.6674,,69.6247,,70.9952,AA,AA,AA,AA,AA,7.2928,7.3558,7.1783,7.4054,,1.8317,2.0257,2.265,2.4881,
145276.SH,17其亚01,,0.0125,,0.1408,,,,70.9136,,69.9311,,,AA,AA,AA,AA,AA,8.436,8.4898,8.4559,7.7593,7.735,0.3323,0.5262,0.7565,0.0642,0.296
145279.SH,16长虹02,-0.0401,-0.0229,-0.0038,0.026,-0.0207,0.0084,74.8297,75.0342,75.4274,75.1579,75.1582,75.6913,AA,AA,AA,AA,AA,5.6231,5.9561,6.0654,6.3757,6.0903,0.2764,0.4719,0.7055,0.8835,1.1233
145280.SH,16巨洋债,,0.2729,,,,,,27.7614,,,,,AA+,AA+,AA+,AA+,AA+,6.6551,6.9825,7.168,7.4886,7.1862,0.2718,0.4654,0.6957,0.9231,1.1003
145286.SH,17常交01,,-0.6373,,-1.3094,-1.2535,,,41.6589,,42.4789,41.0151,,AA,AA,AA,AA,AA,5.5565,5.8937,5.9379,6.1579,5.7974,1.6269,1.3976,1.6317,1.7635,2.2136
145299.SH,17金洲01,,-2.4785,,-0.3178,,0.0077,,41.4798,,45.1845,,44.4235,AA,AA,AA,AA,AA,6.5272,6.6176,6.5345,6.7376,6.4466,1.1968,1.3921,1.6286,1.7539,1.9983
145307.SH,17乳山01,,-0.1109,-0.3947,-0.3495,-0.2981,-0.0466,,51.3907,49.3943,55.7417,58.3774,62.4323,AA,AA,AA,AA,AA,6.0204,6.3259,6.3585,6.5689,6.2143,1.3029,1.4926,1.726,1.8485,2.0962
145314.SH,17银控01,,,,,,,,,,,,,AA,AA,AA,AA,AA,6.8344,6.8875,6.8561,6.9954,7.0792,0.327,0.5238,0.7575,0.0538,0.2853
145315.SH,17银控02,,,,,,,,,,,,,AA,AA,AA,AA,AA,7.4429,7.5748,7.6121,7.8858,7.6089,0.3235,0.5181,0.7493,0.9122,1.1485
145317.SH,17桂物01,-0.0651,0.0074,,0.0704,,,65.105,63.8356,,64.5704,,,AA,AA,AA,AA,AA,7.1649,7.8255,7.836,8.1845,7.5128,1.2044,1.3923,1.6233,1.7291,1.9735
145320.SH,17昊华02,-0.0089,0.011,0.0334,0.0874,0.0022,0.0269,67.8543,67.5026,67.3151,67.4275,67.9207,66.2088,AAA,AAA,AAA,AAA,AAA,5.3454,5.7231,5.8227,6.1508,5.8594,0.342,0.5372,0.7714,0.9517,1.1924
145322.SH,17华建01,0.0094,0.0083,,0.0538,,,77.5434,76.7369,,77.234,,,AA+,AA+,AA+,AA+,AA+,5.9336,6.5936,6.6041,6.9524,6.2805,1.2229,1.4129,1.6466,1.7627,2.01
145326.SH,17云济01,,-3.0424,,-5.4639,,-0.7166,,73.8543,,61.7341,,55.0233,AA,AA,AA,AA,AA,6.8357,6.8877,6.5815,6.8703,6.256,1.2178,1.4145,1.6527,1.7755,2.0218
145328.SH,17金杯01,0.0008,-0.0881,-0.0422,0.1598,-0.0062,0.139,96.3207,97.8885,98.5396,85.4121,85.2699,85.4887,AAA,AAA,AAA,AAA,AAA,6.5878,6.6399,6.3339,6.6228,6.0084,1.2176,1.4148,1.6535,1.7715,2.0184
145329.SH,17汾西01,,0.0208,,0.0374,,,,84.0552,,81.3535,,,AA+,AA+,AA+,AA+,AA+,7.2079,7.3495,7.3774,7.6473,7.3621,0.3322,0.5271,0.7589,0.9238,1.1609
145332.SH,17昊华04,-0.0089,0.011,0.0334,0.0874,0.0022,0.0269,67.8543,67.5026,67.3151,67.4275,67.9207,66.2088,AAA,AAA,AAA,AAA,AAA,5.5078,5.8897,5.9696,6.2932,5.9859,0.386,0.5805,0.8148,0.9931,1.2339
145333.SH,17苏商01,,0.0218,,0.0276,,,,76.4933,,79.2337,,,AA+,AA+,AA+,AA+,AA+,5.6445,6.0014,6.0894,6.3461,6.0471,1.2355,1.4245,1.657,1.7931,2.0389
145334.SH,17南浔债,,-0.2533,,-0.6601,,,,67.5028,,66.8898,,,AA,AA,AA,AA,AA,7.1124,7.2114,6.7169,6.9464,6.2575,1.3304,1.5259,1.7668,1.8915,2.14
