,TRADE_CODE,SEC_NAME,AMOUNT,MATURITYDATE,CARRYDATE,COUPONRATE,COUPONTXT,CLOSE,LATESTPAR,INTERESTFREQUENCY,CASHFLOW_TTM,DEBTTOASSETS,WGSD_LIABS_CURR,ISSUERSHORTENED,ISSUEAMOUNT,COUPONDATETXT,DIRTYPRICE,CLEANPRICE,WGSD_OPER_CF,YIELD_CNBD,DIRTY_CNBD,NET_CNBD,MODIDURA_SHC,ACCRUEDINTEREST_SHC,VOBP_SHC,CNVXTY_SHC,LASTDATE_SHC
145320.SH,145320,17昊华02,AAA,2020/1/24 0:00,2017/1/24 0:00,5.5,"20170124-20190123,票面利率:5.5%;20190124-20200123,票面利率:5.5%+上调基点",100,100,1,152593982.9,67.4275,,中国昊华,300000000,"每年1月24日付息,节假日顺延",103.511,100,,,,,,,,,2018/9/13 0:00
127533.SH,127533,17惠华02,AAA,2024/7/26 0:00,2017/7/26 0:00,5.96,5.96%,100,100,1,-566540318.4,40.5111,,岳阳惠华,900000000,"每年7月26日付息,节假日顺延",100.8164,100,,,,,,,,,2018/9/13 0:00
139352.SH,139352,17惠华01,AAA,2024/4/18 0:00,2017/4/18 0:00,5.78,5.78%,100,100,1,-566540318.4,40.5111,,岳阳惠华,500000000,"每年4月18日付息,节假日顺延",102.3595,100,,,,,,,,,2018/9/13 0:00
112513.SZ,112513,17华股01,AAA,2022/4/6 0:00,2017/4/6 0:00,4.75,"20170406-20200405,票面利率:4.75%;20200406-20220405,票面利率:4.75%+调整基点",99.2,100,1,-2610708557,74.6223,,华西证券,1300000000,"每年4月6日付息,节假日顺延",101.2952,99.2,145413940,,,,,,,,2018/9/13 0:00
143275.SH,143275,17沪国01,AAA,2022/9/5 0:00,2017/9/5 0:00,4.9,4.90%,99.8,100,1,-1903649285,38.035,,上海国资,1500000000,"每年9月5日付息,节假日顺延",99.9208,99.8,,,,,,,,,2018/9/13 0:00
127682.SH,127682,17淮产债,AAA,2024/10/25 0:00,2017/10/25 0:00,5.69,5.69%,100,100,1,-504859136.7,43.8164,,淮南产业发展,1500000000,"每年10月25日付息,节假日顺延",105.0508,100,,,,,,,,,2018/9/13 0:00
127632.SH,127632,17怀城投,AAA,2024/8/28 0:00,2017/8/28 0:00,5.8,5.80%,100,100,1,-173565042.3,63.225,,怀宁城投,950000000,"每年8月28日付息,节假日顺延",100.2701,100,,,,,,,,,2018/9/13 0:00
112508.SZ,112508,17华昌01,AAA,2020/3/22 0:00,2017/3/22 0:00,5.96,"20170322-20190321,票面利率:5.96%;20190322-20200321,票面利率:5.96%+上调基点",100,100,1,-146141232.3,64.1447,2342087102,华昌达,500000000,"每年3月22日付息,节假日顺延",102.8739,100,32383230.39,,,,,,,,2018/9/13 0:00
114247.SZ,114247,17汉柏S2,AAA,2022/10/20 0:00,2017/10/20 0:00,6.5,"20171020-20201019,票面利率:6.5%;20201020-20221019,票面利率:6.5%+上调基点",96.8811,100,1,-163705199.9,46.7764,,汉柏,300000000,"每年10月20日付息,节假日顺延",102.74,96.8811,,,,,,,,,2018/9/13 0:00
114210.SZ,114210,17汉柏S1,AAA,2022/8/18 0:00,2017/8/18 0:00,6.5,"20170818-20200817,票面利率:6.5%;20200818-20220817,票面利率:6.5%+上调基点",105.2292,100,1,-163705199.9,46.7764,,汉柏,300000000,"每年8月18日付息,节假日顺延",105.71,105.2292,,,,,,,,,2018/9/13 0:00
127534.SH,127534,17衡滨江,AAA,2024/7/27 0:00,2017/7/27 0:00,5.47,5.47%,96.4,100,1,-435968170.3,66.8112,,衡阳滨江投资,1530000000,"每年7月27日付息,节假日顺延",97.1343,96.4,,,,,,,,,2018/9/13 0:00
127636.SH,127636,17淮安债,AAA,2024/9/20 0:00,2017/9/20 0:00,5.22,5.22%,99.43,100,1,-2010591461,64.6563,,新城投资,1500000000,"每年9月20日付息,节假日顺延",104.5642,99.43,,,,,,,,,2018/9/13 0:00
146735.SH,146735,17花05A1,AAA,2018/12/14 0:00,2017/12/5 0:00,6,预期收益率6%,100,100,,1131437848,,,蚂蚁小贷,1327500000,到期一次还本付息,104.6521,100,,,,,,,,,1899-12-30 00:00:00
146732.SH,146732,17花04A1,AAA,2018/12/14 0:00,2017/12/5 0:00,6,预期收益率6%,100,100,,1131437848,,,蚂蚁小贷,3540000000,到期一次还本付息,104.6521,100,,,,,,,,,1899-12-30 00:00:00
146729.SH,146729,17花03A1,AAA,2018/12/10 0:00,2017/11/29 0:00,6,预期收益率6%,100,100,,1131437848,,,蚂蚁小贷,1770000000,到期一次还本付息,104.7507,100,,,,,,,,,1899-12-30 00:00:00
146726.SH,146726,17花02A1,AAA,2018/12/3 0:00,2017/11/22 0:00,5.9,预期收益率5.90%,100,100,,1131437848,,,蚂蚁小贷,3540000000,到期一次还本付息,104.7847,100,,,,,,,,,1899-12-30 00:00:00
146723.SH,146723,17花01A1,AAA,2018/11/21 0:00,2017/11/10 0:00,5.7,预期收益率5.70%,100,100,,1131437848,,,蚂蚁小贷,2212500000,到期一次还本付息,104.8099,100,,,,,,,,,1899-12-30 00:00:00
143036.SH,143036,17国证债,AAA,2020/3/14 0:00,2017/3/14 0:00,4.39,"20170314-20190313,票面利率:4.39%;20190314-20200313,票面利率:4.39%+上调基点",100.55,100,1,-182399334.7,64.6425,,国开证券,2500000000,"每年3月14日付息,节假日顺延",102.763,100.55,,,,,,,,,2018/9/13 0:00
143326.SH,143326,17光证G4,AAA,2022/10/16 0:00,2017/10/16 0:00,4.9,4.90%,101.75,100,1,-11981424639,75.7012,,光大证券,1600000000,"每年10月16日付息,节假日顺延",106.2204,101.75,-30608967000,,,,,,,,2018/9/13 0:00
143325.SH,143325,17光证G3,AAA,2020/10/16 0:00,2017/10/16 0:00,4.8,4.80%,101.2,100,1,-11981424639,75.7012,,光大证券,4100000000,"每年10月16日付息,节假日顺延",105.5792,101.2,-30608967000,,,,,,,,2018/9/13 0:00
143155.SH,143155,17光证G2,AAA,2022/7/4 0:00,2017/7/4 0:00,4.7,4.70%,100,100,1,-11981424639,75.7012,,光大证券,1500000000,"每年7月4日付息,节假日顺延",100.9271,100,-30608967000,,,,,,,,2018/9/13 0:00
143154.SH,143154,17光证G1,AAA,2020/7/4 0:00,2017/7/4 0:00,4.58,4.58%,100.5,100,1,-11981424639,75.7012,,光大证券,3000000000,"每年7月4日付息,节假日顺延",101.4035,100.5,-30608967000,,,,,,,,2018/9/13 0:00
143174.SH,143174,17广药02,AAA,2022/7/14 0:00,2017/7/14 0:00,4.53,"20170714-20200713,票面利率:4.53%;20200714-20220713,票面利率:4.53%+调整基点",99.7,100,1,1822460446,43.7966,,广药集团,1700000000,"每年7月14日付息,节假日顺延",100.4695,99.7,,,,,,,,,2018/9/13 0:00
143335.SH,143335,17国元01,AAA,2022/10/20 0:00,2017/10/20 0:00,4.78,4.78%,98.4,100,1,2213936192,61.5446,,国元金控,1000000000,"每年10月20日付息,节假日顺延",102.7085,98.4,,,,,,,,,2018/9/13 0:00
143173.SH,143173,17广药01,AAA,2020/7/14 0:00,2017/7/14 0:00,4.45,"20170714-20190713,票面利率:4.45%;20190714-20200713,票面利率:4.45%+调整基点",99.75,100,1,1822460446,43.7966,,广药集团,1300000000,"每年7月14日付息,节假日顺延",100.5059,99.75,,,,,,,,,2018/9/13 0:00
112564.SZ,112564,17广业01,AAA,2024/8/9 0:00,2017/8/9 0:00,4.97,"20170809-20220808,票面利率:4.97%;20220809-20240808,票面利率:4.97%+调整基点",100,100,1,2159711562,61.9155,,广业集团,500000000,"每年8月9日付息,节假日顺延",100.4902,100,,,,,,,,,2018/9/13 0:00
143151.SH,143151,17国信一,AAA,2019/7/6 0:00,2017/7/6 0:00,4.5,4.50%,100.43,100,1,6449208217,47.3906,,国信集团,750000000,"每年7月6日付息,节假日顺延",101.293,100.43,,,,,,,,,2018/9/13 0:00
143152.SH,143152,17国信二,AAA,2020/7/6 0:00,2017/7/6 0:00,4.57,4.57%,98.65,100,1,6449208217,47.3906,,国信集团,750000000,"每年7月6日付息,节假日顺延",99.5264,98.65,,,,,,,,,2018/9/13 0:00
114275.SZ,114275,17国信08,AAA,2019/12/6 0:00,2017/12/6 0:00,5.45,5.45%,95.7893,100,1,-6093634971,73.8811,,国信证券,1300000000,"每年12月6日付息,节假日顺延",100,95.7893,-22942796586,,,,,,,,2018/9/13 0:00
114266.SZ,114266,17国信07,AAA,2019/11/23 0:00,2017/11/23 0:00,5.35,5.35%,95.676,100,1,-6093634971,73.8811,,国信证券,900000000,"每年11月23日付息,节假日顺延",100,95.676,-22942796586,,,,,,,,2018/9/13 0:00
114248.SZ,114248,17国信05,AAA,2018/10/25 0:00,2017/10/25 0:00,4.89,4.89%,95.6593,100,,-6093634971,73.8811,,国信证券,4900000000,到期一次还本付息,100,95.6593,-22942796586,,,,,,,,2018/9/13 0:00
114227.SZ,114227,17国信04,AAA,2018/9/20 0:00,2017/9/20 0:00,4.83,4.83%,99.8374,100,,-6093634971,73.8811,,国信证券,3000000000,到期一次还本付息,104.588,99.8374,-22942796586,,,,,,,,2018/9/13 0:00
112595.SZ,112595,17国信03,AAA,2020/10/18 0:00,2017/10/18 0:00,4.8,4.80%,102.4,100,1,-6093634971,73.8811,,国信证券,3000000000,"每年10月18日付息,节假日顺延",106.7529,102.4,-22942796586,,,,,,,,2018/9/13 0:00
112544.SZ,112544,17国信02,AAA,2020/7/13 0:00,2017/7/13 0:00,4.58,4.58%,101.266,100,1,-6093634971,73.8811,,国信证券,6000000000,"每年7月13日付息,节假日顺延",102.0565,101.266,-22942796586,,,,,,,,2018/9/13 0:00
112516.SZ,112516,17国信01,AAA,2020/4/14 0:00,2017/4/14 0:00,4.39,4.39%,100.4,100,1,-6093634971,73.8811,,国信证券,5000000000,"每年4月14日付息,节假日顺延",102.2402,100.4,-22942796586,,,,,,,,2018/9/13 0:00
112605.SZ,112605,17光线01,AAA,2020/10/26 0:00,2017/10/26 0:00,5.3,"20171026-20191025,票面利率:5.3%;20191026-20201025,票面利率:5.3%+调整基点",99.71,100,1,2654530223,28.8587,1370834646,光线传媒,1000000000,"每年10月26日付息,节假日顺延",104.4001,99.71,-31864456.74,,,,,,,,2018/9/13 0:00
143264.SH,143264,17港务02,AAA,2022/8/25 0:00,2017/8/25 0:00,4.63,"20170825-20200824,票面利率:4.63%;20200825-20220824,票面利率:4.63%+调整基点",100,100,1,613874955.7,62.8229,,港务集团,1500000000,"每年8月25日付息,节假日顺延",100.2537,100,,,,,,,,,2018/9/13 0:00
143156.SH,143156,17港务01,AAA,2022/7/3 0:00,2017/7/3 0:00,4.48,"20170703-20200702,票面利率:4.48%;20200703-20220702,票面利率:4.48%+调整基点",99.5,100,1,613874955.7,62.8229,,港务集团,1000000000,"每年7月3日付息,节假日顺延",100.396,99.5,,,,,,,,,2018/9/13 0:00
143357.SH,143357,17工投02,AAA,2022/12/13 0:00,2017/12/13 0:00,6,"20171213-20201212,票面利率:6%;20201213-20221212,票面利率:6%+调整基点",100,100,1,174537893.5,63.0703,,合肥工投,400000000,"每年12月13日付息,节假日顺延",104.5205,100,,,,,,,,,2018/9/13 0:00
143090.SH,143090,17桂铁02,AAA,2020/4/24 0:00,2017/4/24 0:00,5.08,5.08%,100.4,100,1,477602410.6,59.9798,,广西铁投集团,500000000,"每年4月24日付息,节假日顺延",102.3902,100.4,,,,,,,,,2018/9/13 0:00
127557.SH,127557,17广铁01,AAA,2027/8/9 0:00,2017/8/9 0:00,4.84,"20170809-20220808,票面利率:4.84%;20220809-20270808,票面利率:4.84%+调整基点",101.4,100,1,16257490734,38.7235,,广州地铁,3000000000,"每年8月9日付息,节假日顺延",101.8774,101.4,,,,,,,,,2018/9/13 0:00
143260.SH,143260,17国投01,AAA,2022/8/22 0:00,2017/8/22 0:00,4.55,"20170822-20200821,票面利率:4.55%;20200822-20220821,票面利率:4.55%+调整基点",100.45,100,1,-2575955389,68.4526,,国投公司,2000000000,"每年8月22日付息,节假日顺延",100.7367,100.45,,,,,,,,,2018/9/13 0:00
143066.SH,143066,17桂铁01,AAA,2022/4/14 0:00,2017/4/14 0:00,4.96,"20170414-20200413,票面利率:4.96%;20200414-20220413,票面利率:4.96%+上调基点",100,100,1,477602410.6,59.9798,,广西铁投集团,500000000,"每年4月14日付息,节假日顺延",102.0791,100,,,,,,,,,2018/9/13 0:00
143035.SH,143035,17工投01,AAA,2022/3/28 0:00,2017/3/28 0:00,5.5,"20170328-20200327,票面利率:5.50%;20200328-20220327,票面利率:5.50%+调整基点",100,100,1,174537893.5,63.0703,,合肥工投,100000000,"每年3月28日付息,节假日顺延",102.5616,100,,,,,,,,,2018/9/13 0:00
139336.SH,139336,17广水债,AAA,2024/3/1 0:00,2017/3/1 0:00,6.19,6.19%,100,100,1,-196613638,31.2207,,城发投资,800000000,"每年3月1日付息,节假日顺延",103.3409,100,,,,,,,,,2018/9/13 0:00
143067.SH,143067,17广晟02,AAA,2022/4/12 0:00,2017/4/12 0:00,4.48,"20170412-20200411,票面利率:4.48%;20200412-20220411,票面利率:4.48%+调整基点",100.5,100,1,43905746.92,67.9743,,广晟公司,1800000000,"每年4月12日付息,节假日顺延",102.4025,100.5,,,,,,,,,2018/9/13 0:00
143045.SH,143045,17广晟01,AAA,2022/3/22 0:00,2017/3/22 0:00,4.59,"20170322-20200321,票面利率:4.59%;20200322-20220321,票面利率:4.59%+调整基点",100.2,100,1,43905746.92,67.9743,,广晟公司,2500000000,"每年3月22日付息,节假日顺延",102.4133,100.2,,,,,,,,,2018/9/13 0:00
112560.SZ,112560,17国水01,AAA,2020/8/3 0:00,2017/8/3 0:00,6.2,6.20%,100,100,1,103095227.6,50.4365,1522443824,国联水产,240000000,"每年8月3日付息,节假日顺延",100.7134,100,-381767222.4,,,,,,,,2018/9/13 0:00
143085.SH,143085,17光明01,AAA,2022/4/21 0:00,2017/4/21 0:00,4.55,"20170421-20200420,票面利率:4.55%;20200421-20220420,票面利率:4.55%+调整基点",100.6,100,1,805826460.5,64.0321,,光明食品集团,3000000000,"每年4月21日付息,节假日顺延",102.42,100.6,,,,,,,,,2018/9/13 0:00
127535.SH,127535,17古蔺债,AAA,2024/7/24 0:00,2017/7/24 0:00,5.96,5.96%,100,100,1,-157464349,65.2472,,古蔺国资,640000000,"每年7月24日付息,节假日顺延",100.8491,100,,,,,,,,,2018/9/13 0:00
143167.SH,143167,17光控02,AAA,2024/7/10 0:00,2017/7/10 0:00,4.8,"20170710-20220709,票面利率:4.8%;20220710-20240709,票面利率:4.8%+调整基点",100,100,1,,,,中国光大控股,1500000000,"每年7月10日付息,节假日顺延",100.8679,100,-805590000,,,,,,,,2018/9/13 0:00
143166.SH,143166,17光控01,AAA,2022/7/10 0:00,2017/7/10 0:00,4.55,"20170710-20200709,票面利率:4.55%;20200710-20220709,票面利率:4.55%+调整基点",100.5,100,1,,,,中国光大控股,1000000000,"每年7月10日付息,节假日顺延",101.3227,100.5,-805590000,,,,,,,,2018/9/13 0:00
143355.SH,143355,17国控01,AAA,2022/10/27 0:00,2017/10/27 0:00,4.8,"20171027-20201026,票面利率:4.8%;20201027-20221026,票面利率:4.8%+上调基点",100.42,100,1,3282790354,69.6471,1.10876E+11,国药控股,1000000000,"每年10月27日付息,节假日顺延",104.6545,100.42,1667345000,,,,,,,,2018/9/13 0:00
143337.SH,143337,17国君G3,AAA,2020/10/18 0:00,2017/10/18 0:00,4.78,4.78%,100,100,1,-4199936604,69.0268,,国泰君安,3700000000,"每年10月18日付息,节假日顺延",104.3347,100,-39705776000,,,,,,,,2018/9/13 0:00
143230.SH,143230,17国君G2,AAA,2022/8/4 0:00,2017/8/4 0:00,4.7,4.70%,100,100,1,-4199936604,69.0268,,国泰君安,600000000,"每年8月4日付息,节假日顺延",100.5279,100,-39705776000,,,,,,,,2018/9/13 0:00
143229.SH,143229,17国君G1,AAA,2020/8/4 0:00,2017/8/4 0:00,4.57,4.57%,101,100,1,-4199936604,69.0268,,国泰君安,4700000000,"每年8月4日付息,节假日顺延",101.5133,101,-39705776000,,,,,,,,2018/9/13 0:00
112585.SZ,112585,17桂建01,AAA,2022/9/15 0:00,2017/9/15 0:00,6,6%,100,100,1,3553742469,82.9208,,广西建工集团,1000000000,"每年9月15日付息,节假日顺延",105.9836,100,,,,,,,,,2018/9/13 0:00
143073.SH,143073,17桂交01,AAA,2022/4/17 0:00,2017/4/17 0:00,4.62,"20170417-20200416,票面利率:4.62%;20200417-20220416,票面利率:4.62%+调整基点",99.8,100,1,3867823236,71.3592,,广西交投集团,1500000000,"每年4月17日付息,节假日顺延",101.6986,99.8,,,,,,,,,2018/9/13 0:00
127494.SH,127494,17高港债,AAA,2024/6/22 0:00,2017/6/22 0:00,5.54,5.54%,100,100,1,-112430678.5,54.9384,,高港高新开发,1500000000,"每年6月22日付息,节假日顺延",101.275,100,,,,,,,,,2018/9/13 0:00
146069.SH,146069,17光股优,AAA,2020/1/3 0:00,2017/8/25 0:00,5.1,预期收益率5.1%,,100,2,-11981424639,75.7012,,光大证券,500000000,"循环期每半年付息,摊还期按月付息",,,-30608967000,,,,,,,,1899-12-30 00:00:00
127513.SH,127513,17广国投,AAA,2024/7/18 0:00,2017/7/18 0:00,5.37,5.37%,97.98,100,1,64274335.77,37.7095,,广德国投,1400000000,"每年7月18日付息,节假日顺延",98.8333,97.98,,,,,,,,,2018/9/13 0:00
114235.SZ,114235,17广发05,AAA,2019/9/25 0:00,2017/9/25 0:00,5,5%,95.1507,100,1,-7069884409,75.1683,,广发证券,3000000000,"每年9月25日付息,节假日顺延",100,95.1507,-16416828000,,,,,,,,2018/9/13 0:00
114214.SZ,114214,17广发04,AAA,2020/8/28 0:00,2017/8/28 0:00,4.95,4.95%,99.7695,100,1,-7069884409,75.1683,,广发证券,3000000000,"每年8月28日付息,节假日顺延",100,99.7695,-16416828000,,,,,,,,2018/9/13 0:00
114204.SZ,114204,17广发03,AAA,2020/8/15 0:00,2017/8/15 0:00,4.84,4.84%,100.0512,100,1,-7069884409,75.1683,,广发证券,3500000000,"每年8月15日付息,节假日顺延",100.449,100.0512,-16416828000,,,,,,,,2018/9/13 0:00
112556.SZ,112556,17广发02,AAA,2020/7/26 0:00,2017/7/26 0:00,4.5,4.50%,100.6,100,1,-7069884409,75.1683,,广发证券,6000000000,"每年7月26日付息,节假日顺延",101.2164,100.6,-16416828000,,,,,,,,2018/9/13 0:00
112520.SZ,112520,17广发01,AAA,2020/5/11 0:00,2017/5/11 0:00,4.6,4.60%,100.7,100,1,-7069884409,75.1683,,广发证券,6000000000,"每年5月11日付息,节假日顺延",102.2879,100.7,-16416828000,,,,,,,,2018/9/13 0:00
143084.SH,143084,17国电资,AAA,2022/4/21 0:00,2017/4/21 0:00,4.68,"20170421-20200420,票面利率:4.68%;20200421-20220420,票面利率:4.68%+调整基点",100.86,100,1,-10353471343,76.387,,中国国电,3000000000,"每年4月21日付息,节假日顺延",102.732,100.86,,,,,,,,,2018/9/13 0:00
127491.SH,127491,17灌东债,AAA,2024/5/16 0:00,2017/5/16 0:00,6.42,6.42%,99.3,100,1,-653915294.8,30.8397,,灌东经开,660000000,"每年5月16日付息,节假日顺延",101.4283,99.3,,,,,,,,,2018/9/13 0:00
143267.SH,143267,17光大04,AAA,2024/8/23 0:00,2017/8/23 0:00,4.79,"20170823-20220822,票面利率:4.79%;20220823-20240822,票面利率:4.79%+调整基点",100,100,1,-12759000000,90.7949,,中国光大集团,1200000000,"每年8月23日付息,节假日顺延",100.2887,100,,,,,,,,,2018/9/13 0:00
143266.SH,143266,17光大03,AAA,2022/8/23 0:00,2017/8/23 0:00,4.54,"20170823-20200822,票面利率:4.54%;20200823-20220822,票面利率:4.54%+调整基点",100,100,1,-12759000000,90.7949,,中国光大集团,800000000,"每年8月23日付息,节假日顺延",100.2736,100,,,,,,,,,2018/9/13 0:00
143244.SH,143244,17光大02,AAA,2024/8/10 0:00,2017/8/10 0:00,4.8,"20170810-20220809,票面利率:4.8%;20220810-20240809,票面利率:4.8%+调整基点",100,100,1,-12759000000,90.7949,,中国光大集团,1200000000,"每年8月10日付息,节假日顺延",100.4603,100,,,,,,,,,2018/9/13 0:00
143049.SH,143049,17国地01,AAA,2022/3/23 0:00,2017/3/23 0:00,5.3,"20170323-20200322,票面利率:5.3%;20200323-20220322,票面利率:5.3%+调整基点",101.52,100,1,468330698.9,79.7748,,国贸地产,100000000,"每年3月23日付息,节假日顺延",104.0611,101.52,,,,,,,,,2018/9/13 0:00
143243.SH,143243,17光大01,AAA,2022/8/10 0:00,2017/8/10 0:00,4.6,"20170810-20200809,票面利率:4.6%;20200810-20220809,票面利率:4.6%+调整基点",101.42,100,1,-12759000000,90.7949,,中国光大集团,3800000000,"每年8月10日付息,节假日顺延",101.8611,101.42,,,,,,,,,2018/9/13 0:00
143257.SH,143257,17广电01,AAA,2022/8/23 0:00,2017/8/23 0:00,4.97,4.97%,101.51,100,1,2167501166,46.0065,,广州无线电集团,2000000000,"每年8月23日付息,节假日顺延",101.8096,101.51,,,,,,,,,2018/9/13 0:00
127519.SH,127519,17桂城投,AAA,2024/7/21 0:00,2017/7/21 0:00,5.98,5.98%,100,100,1,-23275664.93,37.5294,,桂阳城投,1400000000,"每年7月21日付息,节假日顺延",100.9011,100,,,,,,,,,2018/9/13 0:00
127701.SH,127701,17凤阳债,AAA,2024/11/16 0:00,2017/11/16 0:00,6,6%,100,100,1,378302662.3,56.0749,,凤阳经投,1000000000,"每年11月16日付息,节假日顺延",104.9644,100,,,,,,,,,2018/9/13 0:00
143020.SH,143020,17复药01,AAA,2022/3/14 0:00,2017/3/14 0:00,4.5,"20170314-20200313,票面利率:4.5%;20200314-20220313,票面利率:4.5%+调整基点",100,100,1,-1172397012,52.0075,16600472000,复星医药,1250000000,"每年3月14日付息,节假日顺延",102.2685,100,2580226000,,,,,,,,2018/9/13 0:00
143936.SH,143936,17福新Y1,AAA,2020/11/6 0:00,2017/11/6 0:00,5.3,5.30%,100,100,1,94473299,75.2771,25366382000,华电福新,2000000000,"每年11月6日付息,节假日顺延",104.5304,100,8038328000,,,,,,,,2018/9/13 0:00
145756.SH,145756,17复星F1,AAA,2020/8/31 0:00,2017/8/31 0:00,6,"20170831-20190830,票面利率:6%;20190831-20200830,票面利率:6%+调整基点",100,100,1,-256900000,66.1987,,复星,500000000,"每年8月31日付息,节假日顺延",100.2301,100,,,,,,,,,2018/9/13 0:00
116639.SZ,116639,17丰信1A,AAA,2023/9/20 0:00,2017/8/22 0:00,5.15,预期收益率5.15%,97.31,100,2,-31759484035,79.8192,,申万宏源证券,3922000000,"循环期每半年付息,摊还期按季付息",,97.31,,,,,,,,,1899-12-30 00:00:00
139341.SH,139341,17凤台债,AAA,2024/3/13 0:00,2017/3/13 0:00,5.6,5.60%,100,100,1,1345765192,,,凤台华兴城投,1200000000,"每年3月13日付息,节假日顺延",102.8384,100,,,,,,,,,2018/9/13 0:00
142715.SH,142715,17富通B,AAA,2019/2/26 0:00,2017/1/20 0:00,6.7,预期年收益率6.7%,100,100,4,165102269.1,81.5866,,中信富通,32000000,"每年0226,0526,0826,1126付息,节假日顺延",100.3488,100,,,,,,,,,1899-12-30 00:00:00
143307.SH,143307,17福投02,AAA,2020/9/21 0:00,2017/9/21 0:00,4.66,"20170921-20190920,票面利率:4.66%;20190921-20200920,票面利率:4.66%+上调基点",100,100,1,-4553169790,58.8609,,福投,1000000000,"每年9月21日付息,节假日顺延",104.5706,100,,,,,,,,,2018/9/13 0:00
143205.SH,143205,17福投01,AAA,2025/7/27 0:00,2017/7/27 0:00,4.69,"20170727-20220726,票面利率:4.69%;20220727-20250726,票面利率:4.69%+上调基点",101.5,100,1,-4553169790,58.8609,,福投,1000000000,"每年7月27日付息,节假日顺延",102.1296,101.5,,,,,,,,,2018/9/13 0:00
127620.SH,127620,17阜宁债,AAA,2024/3/14 0:00,2017/3/14 0:00,6,6%,94.1,100,1,767859039,54.9046,,阜宁城投,1000000000,"每年3月14日付息,节假日顺延",97.1247,94.1,,,,,,,,,2018/9/13 0:00
112566.SZ,112566,17涪陵01,AAA,2022/8/14 0:00,2017/8/14 0:00,4.85,"20170814-20200813,票面利率:4.85%;20200814-20220813,票面利率:4.85%+调整基点",100.5,100,1,5111125631,40.0984,,涪陵国投,2000000000,"每年8月14日付息,节假日顺延",100.9119,100.5,,,,,,,,,2018/9/13 0:00
145880.SH,145880,17方程01,AAA,2020/10/30 0:00,2017/10/30 0:00,5.09,"20171030-20181029,票面利率:5.09%;20181030-20201029,票面利率:5.09%+上调基点",100,100,1,1041284982,75.61,,中建方程,300000000,"每年10月30日付息,节假日顺延",104.4485,100,,,,,,,,,2018/9/13 0:00
139387.SH,139387,17鄂交Y3,AAA,2022/6/16 0:00,2017/6/16 0:00,5.6,5.60%,100,100,1,5314956981,67.5197,,湖北省交投,1000000000,"每年6月16日付息,节假日顺延",101.3808,100,,,,,,,,,2018/9/13 0:00
139380.SH,139380,17鄂交Y2,AAA,2022/6/7 0:00,2017/6/7 0:00,5.65,5.65%,100,100,1,5314956981,67.5197,,湖北省交投,1500000000,"每年6月7日付息,节假日顺延",101.5325,100,,,,,,,,,2018/9/13 0:00
139351.SH,139351,17鄂交Y1,AAA,2022/4/13 0:00,2017/4/13 0:00,5.4,5.40%,100,100,1,5314956981,67.5197,,湖北省交投,1000000000,"每年4月13日付息,节假日顺延",102.2784,100,,,,,,,,,2018/9/13 0:00
145511.SH,145511,17大装01,AAA,2022/11/13 0:00,2017/11/13 0:00,6.3,"20171113-20201112,票面利率:6.3%;20201113-20221112,票面利率:6.3%+调整基点",100,100,1,-491178250.1,52.9019,,大连装备,300000000,"每年11月13日付息,节假日顺延",105.2644,100,,,,,,,,,2018/9/13 0:00
146170.SH,146170,PR德银2B,AAA,2018/8/31 0:00,2017/6/23 0:00,5.6,预期收益率5.6%,,100,4,,,,德银融资租赁,15000000,"按季付息,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
127714.SH,127714,17定远01,AAA,2024/12/6 0:00,2017/12/6 0:00,5.8,5.80%,100,100,1,584610310.9,50.3652,,定远城投,600000000,"每年12月6日付息,节假日顺延",104.4811,100,,,,,,,,,2018/9/13 0:00
143136.SH,143136,17东兴03,AAA,2022/6/15 0:00,2017/6/15 0:00,4.99,4.99%,100.4,100,1,-4984382177,75.2467,,东兴证券,900000000,"每年6月15日付息,节假日顺延",101.6441,100.4,-3480684061,,,,,,,,2018/9/13 0:00
143135.SH,143135,17东兴02,AAA,2020/6/15 0:00,2017/6/15 0:00,4.8,4.80%,101.29,100,1,-4984382177,75.2467,,东兴证券,1500000000,"每年6月15日付息,节假日顺延",102.4867,101.29,-3480684061,,,,,,,,2018/9/13 0:00
143021.SH,143021,17东吴债,AAA,2022/3/13 0:00,2017/3/13 0:00,4.7,4.70%,101.8,100,1,-7780230980,77.686,,东吴证券,2500000000,"每年3月13日付息,节假日顺延",104.1822,101.8,-16717277526,,,,,,,,2018/9/13 0:00
143926.SH,143926,17电投Y3,AAA,2022/10/18 0:00,2017/10/18 0:00,5.13,5.13%,100,100,1,5227570408,81.3829,,国家电投,1500000000,"每年10月18日付息,节假日顺延",104.6521,100,,,,,,,,,2018/9/13 0:00
143925.SH,143925,17电投Y2,AAA,2022/10/16 0:00,2017/10/16 0:00,5.14,5.14%,100,100,1,5227570408,81.3829,,国家电投,1500000000,"每年10月16日付息,节假日顺延",104.6894,100,,,,,,,,,2018/9/13 0:00
143915.SH,143915,17电投Y1,AAA,2022/8/16 0:00,2017/8/16 0:00,5.1,5.10%,100,100,1,5227570408,81.3829,,国家电投,1500000000,"每年8月16日付息,节假日顺延",100.4052,100,,,,,,,,,2018/9/13 0:00
